City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Cidreira,-30.18,-50.21,62.58,91,0,16.8,BR,1599096251
Dzilam González,21.28,-88.93,79.97,86,99,8.1,MX,1599096251
Albany,42.6,-73.97,73.99,90,100,6.26,US,1599096114
Butaritari,3.07,172.79,83.39,73,100,13.13,KI,1599096251
Castro,-24.79,-50.01,57.85,96,7,5.95,BR,1599095993
Tasiilaq,65.61,-37.64,39.2,94,97,8.05,GL,1599096252
Saskylakh,71.92,114.08,48.0,73,100,7.05,RU,1599096252
Sakakah,29.97,40.21,82.4,18,0,8.05,SA,1599096252
Ventspils,57.39,21.56,59.0,100,75,2.24,LV,1599096252
Bluff,-46.6,168.33,52.25,63,89,7.02,NZ,1599096253
Bara,10.37,10.73,72.34,94,100,8.14,NG,1599096253
Pisco,-13.7,-76.22,62.01,82,0,3.36,PE,1599096253
Umm Hājar,13.3,19.7,73.56,81,100,3.6,TD,1599096253
Vaini,-21.2,-175.2,73.4,88,75,11.41,TO,1599096254
Pevek,69.7,170.31,37.11,82,98,10.27,RU,1599096254
Yangi Marg`ilon,40.43,71.72,75.2,36,100,6.93,UZ,1599096254
Deputatsky,69.3,139.9,38.52,75,82,9.4,RU,1599096254
Riohacha,11.54,-72.91,80.6,82,100,8.39,CO,1599096243
Rikitea,-23.12,-134.97,70.41,83,4,18.1,PF,1599096255
Longyearbyen,78.22,15.64,39.2,86,75,6.93,SJ,1599096255
Sitka,57.05,-135.33,53.6,93,90,4.7,US,1599096255
Narsaq,60.92,-46.05,44.6,48,0,4.7,GL,1599096255
Katsuura,35.13,140.3,87.8,94,75,11.41,JP,1599096256
Ribeira Grande,38.52,-28.7,73.47,80,91,8.3,PT,1599096256
Moyale,3.52,39.06,63.79,62,0,6.93,KE,1599096256
Hamilton,39.18,-84.53,78.01,83,90,4.7,US,1599095998
East London,-33.02,27.91,65.14,82,57,5.17,ZA,1599096257
Thompson,55.74,-97.86,50.0,71,40,6.93,CA,1599096155
Ushuaia,-54.8,-68.3,37.4,74,75,0.81,AR,1599096163
Ngunguru,-35.62,174.5,57.0,8,0,7.0,NZ,1599096257
Khovd,48.01,91.64,64.38,35,0,0.27,MN,1599096257
Tuktoyaktuk,69.45,-133.04,53.6,87,75,5.82,CA,1599096257
Northam,51.03,-4.22,64.99,98,100,11.01,GB,1599096258
Abu Kamal,34.45,40.92,83.25,17,0,4.81,SY,1599096258
Cape Town,-33.93,18.42,60.01,87,75,14.99,ZA,1599096258
Hilo,19.73,-155.09,84.2,54,1,10.29,US,1599096017
Hermanus,-34.42,19.23,55.99,95,60,8.99,ZA,1599096258
Qaanaaq,77.48,-69.36,24.94,78,0,5.91,GL,1599096259
Jamestown,42.1,-79.24,70.0,93,1,6.93,US,1599096259
Oodweyne,9.41,45.06,73.53,56,1,9.42,SO,1599096259
Stillwater,36.12,-97.06,80.6,78,75,4.21,US,1599096126
Lázaro Cárdenas,17.96,-102.2,79.74,81,0,5.75,MX,1599096259
Saint Paul Harbor,57.79,-152.41,55.4,76,90,5.82,US,1599096260
Bilma,18.69,12.92,88.66,42,0,9.55,NE,1599096260
São Félix do Xingu,-6.64,-51.99,76.71,39,0,1.5,BR,1599096260
Fairbanks,64.84,-147.72,57.2,58,20,4.7,US,1599096109
Chui,-33.7,-53.46,61.29,94,100,14.18,UY,1599096261
Aksarka,66.56,67.8,44.26,93,100,11.72,RU,1599096261
Provideniya,64.38,-173.3,48.2,66,75,6.71,RU,1599096261
Cururupu,-1.83,-44.87,74.1,92,28,3.62,BR,1599096261
Ryōtsu-minato,38.08,138.43,93.2,59,0,6.93,JP,1599096262
Ostrovnoy,68.05,39.51,49.96,79,100,17.31,RU,1599096262
Varhaug,58.61,5.65,57.0,93,22,4.0,NO,1599096262
Lüderitz,-26.65,15.16,53.56,57,0,5.68,NA,1599096262
Kaitangata,-46.28,169.85,55.99,54,12,10.0,NZ,1599096262
Kerema,-7.96,145.78,82.22,78,17,4.14,PG,1599096263
Port Alfred,-33.59,26.89,63.23,41,1,10.36,ZA,1599096263
Assiniboia,49.63,-105.98,60.67,42,35,24.94,CA,1599096263
Busselton,-33.65,115.33,57.99,81,100,3.0,AU,1599096263
Punta Arenas,-53.15,-70.92,35.6,88,35,6.93,CL,1599096194
Saint-Philippe,-21.36,55.77,66.2,72,75,4.7,RE,1599096264
Chiguayante,-36.92,-73.02,50.0,81,75,6.93,CL,1599096264
San Patricio,19.22,-104.7,86.0,79,20,9.17,MX,1599096264
Souillac,-20.52,57.52,68.0,94,75,3.36,MU,1599096264
Vila Franca do Campo,37.72,-25.43,73.4,78,75,4.7,PT,1599096264
Kapaa,22.08,-159.32,82.99,69,75,12.75,US,1599096265
Mataura,-46.19,168.86,57.67,43,0,3.22,NZ,1599096265
Nha Trang,12.25,109.18,86.0,79,40,3.36,VN,1599096061
Palmer,42.16,-72.33,71.01,100,90,6.93,US,1599096265
George Town,5.41,100.34,82.4,88,20,1.12,MY,1599096121
Coquimbo,-29.95,-71.34,51.8,87,4,4.7,CL,1599096266
Mossamedes,-15.2,12.15,63.3,83,0,3.74,AO,1599096266
Nouadhibou,20.93,-17.03,77.0,61,0,9.17,MR,1599096266
New Norfolk,-42.78,147.06,60.01,57,0,3.0,AU,1599096266
Zhangye,38.93,100.45,70.09,22,0,1.23,CN,1599096267
Portree,57.41,-6.19,55.99,92,77,17.0,GB,1599096267
Avarua,-21.21,-159.78,78.8,78,0,13.87,CK,1599096267
Alofi,-19.06,-169.92,84.2,37,75,13.87,NU,1599096268
Huarmey,-10.07,-78.15,60.13,84,0,8.19,PE,1599096268
Khatanga,71.97,102.5,46.85,69,100,17.4,RU,1599096268
Dingle,11.0,122.67,84.72,76,97,1.1,PH,1599096264
Dali,25.7,100.18,68.22,71,78,2.84,CN,1599096268
Pedernales,18.04,-71.74,83.08,70,0,7.31,DO,1599096269
Kapiri Mposhi,-13.97,28.68,54.84,89,0,6.98,ZM,1599096269
Esperance,-33.87,121.9,55.4,71,46,13.87,AU,1599096269
Carnarvon,-24.87,113.63,66.2,59,11,17.22,AU,1599096269
Beringovskiy,63.05,179.32,47.55,63,59,8.59,RU,1599096270
Upernavik,72.79,-56.15,38.43,76,88,4.36,GL,1599096270
Hobart,-42.88,147.33,60.01,54,40,5.82,AU,1599096018
Kumul,42.8,93.45,80.2,15,0,10.04,CN,1599096270
Novikovo,51.15,37.89,64.81,68,0,11.97,RU,1599096270
Havøysund,71.0,24.66,51.8,76,100,9.17,NO,1599096271
Alyangula,-13.85,136.42,86.0,45,42,12.75,AU,1599096271
Huilong,31.81,121.66,81.0,64,0,1.99,CN,1599096271
Christiana,-27.91,25.16,50.95,85,0,9.62,ZA,1599096271
Kruisfontein,-34.0,24.73,60.01,40,0,4.0,ZA,1599096272
Kalat,29.02,66.59,60.17,31,0,2.13,PK,1599096272
Tiksi,71.69,128.87,40.66,80,16,12.97,RU,1599096272
Rovaniemi,66.5,25.72,46.4,93,0,8.05,FI,1599096272
Chegdomyn,51.12,133.02,69.42,74,99,2.33,RU,1599096273
Castlemaine,-37.07,144.22,61.0,64,0,7.0,AU,1599096273
Pacific Grove,36.62,-121.92,69.8,60,1,10.29,US,1599096273
Nikolskoye,59.7,30.79,54.0,87,35,8.95,RU,1599096273
Port Shepstone,-30.74,30.45,62.92,72,62,9.95,ZA,1599096273
Krasnoarmeysk,51.02,45.7,57.0,71,0,5.99,RU,1599096274
Norrtälje,59.76,18.7,62.01,89,100,5.01,SE,1599096274
Colonial Heights,37.27,-77.41,80.6,88,1,3.36,US,1599096274
Decatur,39.84,-88.95,75.2,83,1,4.7,US,1599096058
Abu Samrah,35.3,37.18,75.45,68,0,1.36,SY,1599096274
Ortaköy,38.74,34.04,68.0,34,0,8.05,TR,1599096275
Talnakh,69.49,88.4,37.4,100,90,8.95,RU,1599096275
Praia da Vitória,38.73,-27.07,72.0,88,24,5.68,PT,1599096247
Yabrūd,33.97,36.66,68.0,68,0,4.41,SY,1599096275
Inhambane,-23.86,35.38,63.34,71,23,7.65,MZ,1599096275
Jacala,21.02,-99.18,64.98,99,8,3.33,MX,1599096276
Leeton,-34.57,146.4,69.8,35,62,1.12,AU,1599096276
Paka,4.64,103.44,82.4,83,20,2.24,MY,1599096276
Pesaro,43.9,12.89,68.0,71,0,3.0,IT,1599096276
Bonavista,48.65,-53.11,55.99,70,100,5.01,CA,1599096276
Chokurdakh,70.63,147.92,43.45,63,16,10.63,RU,1599096277
Kiryat Gat,31.61,34.76,79.0,76,0,1.77,IL,1599096277
Asău,46.43,26.4,64.0,81,84,2.93,RO,1599096277
Cherskiy,68.75,161.3,46.24,56,1,10.27,RU,1599096277
Labuhan,-6.88,112.21,81.16,76,82,7.4,ID,1599096278
Barrow,71.29,-156.79,39.2,86,90,19.46,US,1599096259
Vaxjo,56.88,14.81,55.4,100,78,6.93,SE,1599096278
Nuuk,64.18,-51.72,44.6,60,9,11.41,GL,1599096278
Oddur,4.12,43.89,70.77,69,88,15.26,SO,1599096279
Rincon,32.3,-81.24,84.2,74,90,4.5,US,1599096279
Sørland,67.67,12.69,57.02,73,83,19.13,NO,1599096279
Koslan,63.46,48.9,38.62,91,0,3.31,RU,1599096280
Tabou,4.42,-7.35,75.2,88,70,8.25,CI,1599096280
Tommot,58.96,126.29,61.79,53,0,4.0,RU,1599096280
Puerto Ayora,-0.74,-90.35,66.0,89,91,1.99,EC,1599096280
Arraial do Cabo,-22.97,-42.03,70.75,90,0,15.73,BR,1599096281
Hithadhoo,-0.6,73.08,82.08,73,100,11.41,MV,1599096281
Daru,-9.08,143.21,79.65,85,50,18.59,PG,1599096281
Bengkulu,-3.8,102.27,78.94,87,100,9.62,ID,1599096281
Sitrah,26.15,50.62,89.6,70,0,3.36,BH,1599096282
Bredasdorp,-34.53,20.04,57.2,82,18,8.05,ZA,1599096282
Fortuna,40.6,-124.16,62.01,87,1,11.41,US,1599096063
Adrar,20.5,-10.07,84.0,49,100,12.37,MR,1599096282
Owando,-0.48,15.9,71.62,94,6,2.42,CG,1599096282
Inta,66.03,60.17,41.36,87,71,17.4,RU,1599096283
Yekaterinoslavka,50.37,129.11,63.57,90,100,7.74,RU,1599096283
Keetmanshoop,-26.58,18.13,42.13,53,0,6.4,NA,1599096283
Kholodnyy,62.72,147.95,43.39,77,100,1.57,RU,1599096283
Margate,51.38,1.39,61.0,80,100,5.01,GB,1599096283
Santa Rosalía,27.32,-112.28,85.1,66,1,3.47,MX,1599096284
Ayan,56.45,138.17,52.92,87,100,3.44,RU,1599096284
Oranjemund,-28.55,16.43,52.7,59,0,5.7,NA,1599096284
Te Anau,-45.42,167.72,52.48,61,99,2.59,NZ,1599096285
Cabo San Lucas,22.89,-109.91,84.0,69,20,10.29,MX,1599096285
Padang,-0.95,100.35,80.87,74,96,2.91,ID,1599096285
Māngrol,21.12,70.12,79.11,86,100,6.51,IN,1599096285
Willowmore,-33.29,23.49,47.7,63,0,8.63,ZA,1599096285
Emerald,-23.53,148.17,78.8,36,75,12.75,AU,1599096286
Iqaluit,63.75,-68.51,39.2,100,90,12.75,CA,1599096286
Luanda,-8.84,13.23,71.6,88,75,3.36,AO,1599096171
Alghero,40.56,8.32,59.0,100,0,2.24,IT,1599096286
Hualmay,-11.1,-77.61,59.27,85,4,9.62,PE,1599096286
Saint-Joseph,-21.37,55.62,66.2,72,75,4.7,RE,1599096287
Kununurra,-15.77,128.73,87.8,41,0,4.7,AU,1599096287
Cilegon,-6.02,106.05,78.8,78,20,5.82,ID,1599096287
Ballina,-28.87,153.57,77.0,68,75,8.05,AU,1599096287
Miles City,46.41,-105.84,66.2,37,1,25.28,US,1599096287
Torbay,47.67,-52.73,55.99,71,90,12.75,CA,1599096288
Peterhead,57.51,-1.8,59.0,93,90,4.7,GB,1599096288
Hasaki,35.73,140.83,89.01,74,75,19.46,JP,1599096288
Sisimiut,66.94,-53.67,41.68,75,64,3.69,GL,1599096288
San Vicente,-26.62,-54.13,62.51,98,79,2.33,AR,1599096289
Kyren,51.68,102.14,58.8,68,40,0.81,RU,1599096289
Kontagora,10.4,5.47,69.53,98,16,2.59,NG,1599096289
Biak,-0.91,122.88,82.22,71,89,6.53,ID,1599096289
Ponta do Sol,32.67,-17.1,71.6,73,40,9.17,PT,1599096290
Weihai,37.5,122.11,74.55,69,0,25.41,CN,1599096290
Christchurch,-43.53,172.63,57.99,47,0,2.24,NZ,1599096025
Kidal,18.44,1.41,80.46,66,100,16.53,ML,1599096276
Andrushivka,50.02,29.02,63.16,79,100,10.29,UA,1599096290
Kosh-Agach,50.0,88.67,53.56,52,0,0.98,RU,1599096290
Linjiang,41.81,126.91,63.27,89,100,5.61,CN,1599096291
Manokwari,-0.87,134.08,82.78,68,100,5.39,ID,1599096227
Libreville,0.39,9.45,75.2,94,75,9.17,GA,1599096291
Lebu,-37.62,-73.65,46.8,79,100,5.99,CL,1599096291
Bourail,-21.57,165.48,74.88,48,0,11.7,NC,1599096291
Nome,64.5,-165.41,50.0,66,75,16.11,US,1599096292
Qasigiannguit,68.82,-51.19,39.2,82,91,4.7,GL,1599096292
Januária,-15.48,-44.37,71.87,42,0,7.58,BR,1599096292
Comodoro Rivadavia,-45.87,-67.5,51.8,50,0,13.87,AR,1599096292
Glenwood Springs,39.55,-107.32,77.0,24,1,6.93,US,1599096050
Zhangaözen,43.3,52.8,75.94,24,0,9.13,KZ,1599096293
Ketchikan,55.34,-131.65,55.4,93,90,8.05,US,1599096293
Darhan,49.49,105.92,61.23,66,100,2.48,MN,1599096293
Vao,-22.67,167.48,66.97,71,28,21.81,NC,1599096293
Beloha,-25.17,45.05,57.07,69,4,7.72,MG,1599096293
Aripuanã,-9.17,-60.63,81.41,38,70,0.72,BR,1599096294
Ponta do Sol,32.67,-17.1,71.6,73,40,9.17,PT,1599096290
Kapoeta,4.77,33.59,73.31,68,43,3.67,SS,1599096294
Port Elizabeth,-33.92,25.57,53.6,54,0,8.05,ZA,1599096124
Atasū,48.68,71.64,69.13,30,0,7.45,KZ,1599096294
Medvedka,61.16,46.39,43.9,93,0,2.42,RU,1599096294
Hofn,64.25,-15.21,50.59,80,100,16.4,IS,1599096295
Chara,56.91,118.26,58.91,58,0,0.65,RU,1599096295
Honiara,-9.43,159.95,91.4,59,20,10.29,SB,1599096220
Jiexiu,37.02,111.91,70.29,35,0,6.49,CN,1599096295
North Myrtle Beach,33.82,-78.68,86.0,89,1,12.75,US,1599096174
Birao,10.28,22.79,67.33,97,100,4.23,CF,1599096296
Vardø,70.37,31.11,52.11,80,95,17.27,NO,1599096296
Opuwo,-18.06,13.84,58.78,34,0,3.85,NA,1599096296
Grindavik,63.84,-22.43,46.4,81,75,21.92,IS,1599096296
Menongue,-14.66,17.69,63.3,61,8,3.06,AO,1599096296
George Town,5.41,100.34,82.4,88,20,1.12,MY,1599096121
Nipawin,53.37,-104.0,50.0,100,75,8.05,CA,1599096297
Ariquemes,-9.91,-63.04,81.12,45,8,2.59,BR,1599096257
Japura,-0.32,102.35,77.13,90,96,2.95,ID,1599096297
Muleba,-1.84,31.65,70.97,50,0,10.11,TZ,1599096297
Olavarría,-36.89,-60.32,45.0,89,100,1.01,AR,1599096298
Paita,-5.09,-81.11,61.84,80,0,19.22,PE,1599096298
Suntar,62.14,117.63,58.93,80,70,7.99,RU,1599096298
Boa Vista,2.82,-60.67,80.6,74,40,5.82,BR,1599096298
Puerto Escondido,15.85,-97.07,82.4,61,40,6.93,MX,1599096188
Talara,-4.58,-81.27,62.29,82,2,20.83,PE,1599096299
Tabuk,17.42,121.44,82.92,73,100,3.31,PH,1599096299
Atuona,-9.8,-139.03,78.96,77,2,22.82,PF,1599096299
Mahon,39.89,4.27,66.2,72,0,4.7,ES,1599096299
Buşayrā,30.74,35.61,68.2,62,0,3.94,JO,1599096300
Ancud,-41.87,-73.82,48.0,93,100,1.01,CL,1599096300
Ubauro,28.17,69.73,85.95,56,0,1.05,PK,1599096300
Ust-Nera,64.57,143.2,51.15,56,91,1.7,RU,1599096300
Dikson,73.51,80.55,40.89,84,2,9.89,RU,1599096300
Midrand,-25.96,28.14,51.01,87,0,9.17,ZA,1599096301
Vestmannaeyjar,63.44,-20.27,50.68,89,100,5.41,IS,1599096301
Rocha,-34.48,-54.33,60.73,93,100,13.11,UY,1599096301
Quatre Cocos,-20.21,57.76,69.01,94,75,3.36,MU,1599096301
Xifeng,42.74,124.72,62.2,95,100,8.5,CN,1599096302
Ola,59.58,151.28,56.3,62,25,1.07,RU,1599096302
Azare,11.68,10.19,73.8,85,97,6.24,NG,1599096302
Merced,37.17,-120.75,87.8,35,1,10.29,US,1599096302
Vestmanna,62.16,-7.17,51.8,100,42,12.75,FO,1599096302
Riverton,40.52,-111.94,82.4,20,1,10.29,US,1599096303
Lorengau,-2.02,147.27,86.13,64,22,5.95,PG,1599096303
Hobyo,5.35,48.53,76.24,83,100,20.83,SO,1599096303
Kilindoni,-7.91,39.67,76.39,75,0,9.26,TZ,1599096303
‘Āhuimanu,21.44,-157.84,87.8,62,40,11.41,US,1599096304
Lesosibirsk,58.24,92.48,52.32,96,100,7.43,RU,1599096304
Lamar,33.67,-95.58,75.2,94,1,4.7,US,1599096304
Yulara,-25.24,130.99,75.2,16,0,10.29,AU,1599096304
Rawson,-43.3,-65.1,53.74,46,3,10.87,AR,1599096304
Khasan,42.43,130.64,70.63,95,100,31.0,RU,1599096305
Lata,40.16,-8.33,62.01,93,0,2.24,PT,1599096305
Saint-Augustin,51.23,-58.65,54.28,90,3,14.58,CA,1599096305
Fomboni,-12.28,43.74,76.68,77,0,10.47,KM,1599096305
Berlevåg,70.86,29.09,53.13,72,100,17.87,NO,1599096306
Camacha,33.08,-16.33,71.6,73,40,5.82,PT,1599096306
Amahai,-3.33,128.92,81.93,78,81,2.15,ID,1599096306
Benguela,-12.58,13.41,68.23,83,86,1.97,AO,1599096306
San Pedro de Ycuamandiyú,-24.09,-57.08,60.57,62,0,3.8,PY,1599096307
Saint-Raphaël,19.43,-72.2,75.22,89,0,4.45,HT,1599096307
Yellowknife,62.46,-114.35,53.6,50,40,13.87,CA,1599096115
Waingapu,-9.66,120.26,84.52,61,97,13.38,ID,1599096276
Makīnsk,52.63,70.42,51.94,82,100,17.52,KZ,1599096307
Vazhiny,60.96,34.02,48.31,93,58,5.19,RU,1599096307
Constitución,-35.33,-72.42,48.72,84,78,11.03,CL,1599096308
Bukama,-9.2,25.85,71.62,35,0,1.79,CD,1599096308
Gagino,55.23,45.03,46.58,86,0,6.33,RU,1599096308
Lompoc,34.64,-120.46,64.4,72,1,13.87,US,1599096218
Alice Springs,-23.7,133.88,78.8,22,0,8.05,AU,1599096229
Cayenne,4.93,-52.33,78.8,88,0,2.24,GF,1599096309
Natal,-5.79,-35.21,75.2,83,40,9.17,BR,1599096068
Sucre,-19.03,-65.26,56.5,60,1,6.82,BO,1599096278
Kieta,-6.22,155.63,85.95,62,1,4.5,PG,1599096309
College,64.86,-147.8,57.2,58,75,4.7,US,1599096107
Bathsheba,13.22,-59.52,78.8,83,75,29.97,BB,1599096309
Muros,42.78,-9.06,64.0,81,0,1.01,ES,1599096310
Dubbo,-32.25,148.62,73.4,46,19,21.92,AU,1599096305
Igarka,67.47,86.58,46.9,74,43,7.43,RU,1599096310
Ceres,37.59,-120.96,86.0,35,1,11.41,US,1599096310
Flinders,-34.58,150.86,75.99,49,44,7.0,AU,1599096310
Pauini,-7.71,-66.98,81.7,51,59,1.03,BR,1599096311
Havelock,34.88,-76.9,84.99,83,40,6.93,US,1599096311
Marrakesh,31.63,-8.01,75.2,50,0,3.36,MA,1599096311
Rapid Valley,44.06,-103.15,87.8,10,1,16.11,US,1599096311
Bilibino,68.05,166.44,41.67,64,96,11.61,RU,1599096312
Parabel',58.7,81.48,54.68,98,100,8.55,RU,1599096312
Līsakovsk,52.54,62.49,51.51,72,29,16.49,KZ,1599096312
Sept-Îles,50.2,-66.38,55.0,100,90,8.05,CA,1599096312
Mahébourg,-20.41,57.7,68.0,94,75,3.36,MU,1599096312
Bekhtery,46.25,32.29,69.8,64,100,4.47,UA,1599096313
Itarema,-2.92,-39.92,80.6,69,1,6.93,BR,1599096313
Oneonta,42.45,-75.06,71.01,76,98,7.52,US,1599096313
Kavieng,-2.57,150.8,84.61,64,100,4.59,PG,1599096313
Toamasina,-18.17,49.38,62.6,93,20,5.82,MG,1599096314
Necochea,-38.55,-58.74,46.0,95,100,5.53,AR,1599096314
Constantine,36.37,6.61,62.6,82,40,2.73,DZ,1599096314
Charter Township of Clinton,42.59,-82.92,73.99,56,75,5.82,US,1599096314
Toledo,39.83,-4.0,75.99,26,0,7.94,ES,1599096315
Buala,-8.14,159.59,84.88,75,6,10.13,SB,1599096315
Ilhabela,-23.78,-45.36,70.34,89,82,11.18,BR,1599096315
Kysyl-Syr,63.9,122.76,52.99,86,100,6.15,RU,1599096315
Araouane,18.9,-3.53,91.83,41,99,14.41,ML,1599096315
Pangody,65.85,74.49,43.92,86,100,11.34,RU,1599096316
Dvinskoy Bereznik,62.86,42.71,45.43,87,100,2.39,RU,1599096316
Faanui,-16.48,-151.75,77.65,80,63,19.3,PF,1599096316
Klaksvík,62.23,-6.59,51.8,100,6,12.75,FO,1599096316
Airai,-8.93,125.41,75.94,38,55,5.32,TL,1599096317
Guerrero Negro,27.98,-114.06,75.38,69,0,16.49,MX,1599096317
Nagato,34.38,131.2,87.8,58,75,23.04,JP,1599096317
Almazar,40.32,69.01,71.6,35,75,6.71,UZ,1599096317
Laguna,38.42,-121.42,86.0,39,1,8.05,US,1599096052
Bambous Virieux,-20.34,57.76,69.01,94,75,3.36,MU,1599096318
Youghal,51.95,-7.85,62.01,93,75,9.17,IE,1599096318
Launceston,-41.45,147.17,57.99,71,75,20.8,AU,1599096318
Batagay,67.63,134.63,57.04,40,0,3.62,RU,1599096318
Gimli,50.63,-96.99,55.0,99,100,4.74,CA,1599096294
Kenai,60.55,-151.26,53.6,87,90,8.05,US,1599096318
Isangel,-19.55,169.27,75.2,64,75,11.41,VU,1599096319
Port Lincoln,-34.73,135.87,58.37,57,89,22.08,AU,1599096288
Hong Kong,22.29,114.16,91.0,66,0,4.0,HK,1599096114
Östersund,63.18,14.64,48.2,87,0,8.05,SE,1599096319
Kaputa,-8.47,29.66,67.46,45,0,1.99,ZM,1599096319
Nanortalik,60.14,-45.24,43.52,66,0,7.11,GL,1599096320
Belmonte,-15.86,-38.88,73.4,69,20,6.93,BR,1599096320
Cockburn Town,21.46,-71.14,83.59,81,0,20.49,TC,1599096310
Hohhot,40.81,111.65,59.0,51,0,2.24,CN,1599096320
Solhan,38.96,41.03,64.06,43,0,4.59,TR,1599096320
Kalmunai,7.42,81.82,79.21,79,77,2.06,LK,1599096320
Gravdal,68.12,13.5,56.03,70,100,13.33,NO,1599096321
Dul'durga,50.68,113.59,57.99,67,13,3.49,RU,1599096321
Mar del Plata,-38.0,-57.56,46.99,100,90,13.87,AR,1599096321
Pochutla,15.74,-96.47,82.0,73,1,4.23,MX,1599096321
Lujiang,31.26,117.28,80.6,61,0,6.71,CN,1599096322
Øksfjord,70.24,22.35,55.4,71,100,14.99,NO,1599096322
Shitanjing,39.23,106.34,67.12,25,0,3.71,CN,1599096312
São João da Barra,-21.64,-41.05,71.44,86,0,9.1,BR,1599096322
Aykhal,66.0,111.5,51.8,93,75,4.47,RU,1599096322
Road Town,18.42,-64.62,84.0,83,0,13.0,VG,1599096279
Andros Town,24.7,-77.77,86.0,74,20,11.41,BS,1599096323
Aracati,-4.56,-37.77,78.91,71,100,15.21,BR,1599096323
Oktyabr'skiy,54.48,53.47,43.59,89,0,5.73,RU,1599096323
Verkhoyansk,67.54,133.38,56.12,42,39,3.04,RU,1599096324
Tacarigua,10.09,-67.92,70.95,91,100,1.99,VE,1599096324
Hokitika,-42.72,170.97,51.82,49,0,4.41,NZ,1599096324
Kandi,11.13,2.94,71.08,96,100,2.06,BJ,1599096324
